study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	scientific_name	fastq_aspera
PRJEB29746	SAMEA104549444	ERS2160728	ERX2908917	ERR2905757	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2905757/ERR2905757_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2905757/ERR2905757_2.fastq.gz
PRJEB29746	SAMEA104549445	ERS2160729	ERX2908918	ERR2905758	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2905758/ERR2905758_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2905758/ERR2905758_2.fastq.gz
PRJEB29746	SAMEA104549446	ERS2160730	ERX2908919	ERR2905759	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2905759/ERR2905759_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2905759/ERR2905759_2.fastq.gz
PRJEB29746	SAMEA104549447	ERS2160731	ERX2908920	ERR2905760	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2905760/ERR2905760_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2905760/ERR2905760_2.fastq.gz
PRJEB29746	SAMEA104549448	ERS2160732	ERX2908921	ERR2905761	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2905761/ERR2905761_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2905761/ERR2905761_2.fastq.gz
PRJEB29746	SAMEA104549449	ERS2160733	ERX2908922	ERR2905762	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2905762/ERR2905762_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2905762/ERR2905762_2.fastq.gz
PRJEB29746	SAMEA104549450	ERS2160734	ERX2908923	ERR2905763	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2905763/ERR2905763_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2905763/ERR2905763_2.fastq.gz
PRJEB29746	SAMEA104549452	ERS2160736	ERX2908925	ERR2905765	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2905765/ERR2905765_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2905765/ERR2905765_2.fastq.gz
PRJEB29746	SAMEA104549453	ERS2160737	ERX2908926	ERR2905766	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2905766/ERR2905766_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2905766/ERR2905766_2.fastq.gz
PRJEB29746	SAMEA104549454	ERS2160738	ERX2908927	ERR2905767	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2905767/ERR2905767_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2905767/ERR2905767_2.fastq.gz
PRJEB29746	SAMEA104549455	ERS2160739	ERX2908928	ERR2905768	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2905768/ERR2905768_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2905768/ERR2905768_2.fastq.gz
PRJEB29746	SAMEA104549456	ERS2160740	ERX2908929	ERR2905769	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2905769/ERR2905769_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2905769/ERR2905769_2.fastq.gz
PRJEB29746	SAMEA104549457	ERS2160741	ERX2908930	ERR2905770	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2905770/ERR2905770_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2905770/ERR2905770_2.fastq.gz
PRJEB29746	SAMEA104549458	ERS2160742	ERX2908931	ERR2905771	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2905771/ERR2905771_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2905771/ERR2905771_2.fastq.gz
PRJEB29746	SAMEA104549459	ERS2160743	ERX2908932	ERR2905772	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2905772/ERR2905772_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2905772/ERR2905772_2.fastq.gz
PRJEB29746	SAMEA104549460	ERS2160744	ERX2908933	ERR2905773	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2905773/ERR2905773_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2905773/ERR2905773_2.fastq.gz
PRJEB29746	SAMEA104549461	ERS2160745	ERX2908934	ERR2905774	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2905774/ERR2905774_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2905774/ERR2905774_2.fastq.gz
PRJEB29746	SAMEA104549462	ERS2160746	ERX2908935	ERR2905775	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2905775/ERR2905775_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2905775/ERR2905775_2.fastq.gz
PRJEB29746	SAMEA104549463	ERS2160747	ERX2908936	ERR2905776	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2905776/ERR2905776_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2905776/ERR2905776_2.fastq.gz
PRJEB29746	SAMEA104549464	ERS2160748	ERX2908937	ERR2905777	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2905777/ERR2905777_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2905777/ERR2905777_2.fastq.gz
PRJEB29746	SAMEA104549465	ERS2160749	ERX2908938	ERR2905778	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2905778/ERR2905778_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2905778/ERR2905778_2.fastq.gz
PRJEB29746	SAMEA104549466	ERS2160750	ERX2908939	ERR2905779	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2905779/ERR2905779_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2905779/ERR2905779_2.fastq.gz
PRJEB29746	SAMEA104549467	ERS2160751	ERX2908940	ERR2905780	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2905780/ERR2905780_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2905780/ERR2905780_2.fastq.gz
PRJEB29746	SAMEA104549469	ERS2160753	ERX2908942	ERR2905782	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2905782/ERR2905782_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2905782/ERR2905782_2.fastq.gz
PRJEB29746	SAMEA104549470	ERS2160754	ERX2908943	ERR2905783	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2905783/ERR2905783_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2905783/ERR2905783_2.fastq.gz
PRJEB29746	SAMEA104549471	ERS2160755	ERX2908944	ERR2905784	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2905784/ERR2905784_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2905784/ERR2905784_2.fastq.gz
PRJEB29746	SAMEA104549472	ERS2160756	ERX2908945	ERR2905785	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2905785/ERR2905785_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2905785/ERR2905785_2.fastq.gz
PRJEB29746	SAMEA104549473	ERS2160757	ERX2908946	ERR2905786	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2905786/ERR2905786_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2905786/ERR2905786_2.fastq.gz
PRJEB29746	SAMEA104549474	ERS2160758	ERX2908947	ERR2905787	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2905787/ERR2905787_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2905787/ERR2905787_2.fastq.gz
PRJEB29746	SAMEA104549475	ERS2160759	ERX2908948	ERR2905788	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2905788/ERR2905788_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2905788/ERR2905788_2.fastq.gz
PRJEB29746	SAMEA104549476	ERS2160760	ERX2908949	ERR2905789	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2905789/ERR2905789_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2905789/ERR2905789_2.fastq.gz
PRJEB29746	SAMEA104549477	ERS2160761	ERX2908950	ERR2905790	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2905790/ERR2905790_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2905790/ERR2905790_2.fastq.gz
PRJEB29746	SAMEA104549478	ERS2160762	ERX2908951	ERR2905791	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2905791/ERR2905791_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2905791/ERR2905791_2.fastq.gz
PRJEB29746	SAMEA104549479	ERS2160763	ERX2908952	ERR2905792	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2905792/ERR2905792_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2905792/ERR2905792_2.fastq.gz
PRJEB29746	SAMEA104549480	ERS2160764	ERX2908953	ERR2905793	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2905793/ERR2905793_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2905793/ERR2905793_2.fastq.gz
PRJEB29746	SAMEA104549484	ERS2160768	ERX2908957	ERR2905797	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2905797/ERR2905797_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2905797/ERR2905797_2.fastq.gz
PRJEB29746	SAMEA104549490	ERS2160774	ERX2908963	ERR2905803	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2905803/ERR2905803_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2905803/ERR2905803_2.fastq.gz
PRJEB29746	SAMEA104549444	ERS2160728	ERX2908964	ERR2905804	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2905804/ERR2905804_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2905804/ERR2905804_2.fastq.gz
PRJEB29746	SAMEA104549445	ERS2160729	ERX2908965	ERR2905805	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2905805/ERR2905805_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2905805/ERR2905805_2.fastq.gz
PRJEB29746	SAMEA104549446	ERS2160730	ERX2908966	ERR2905806	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2905806/ERR2905806_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2905806/ERR2905806_2.fastq.gz
PRJEB29746	SAMEA104549447	ERS2160731	ERX2908967	ERR2905807	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2905807/ERR2905807_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2905807/ERR2905807_2.fastq.gz
PRJEB29746	SAMEA104549448	ERS2160732	ERX2908968	ERR2905808	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2905808/ERR2905808_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2905808/ERR2905808_2.fastq.gz
PRJEB29746	SAMEA104549449	ERS2160733	ERX2908969	ERR2905809	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2905809/ERR2905809_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2905809/ERR2905809_2.fastq.gz
PRJEB29746	SAMEA104549450	ERS2160734	ERX2908970	ERR2905810	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2905810/ERR2905810_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2905810/ERR2905810_2.fastq.gz
PRJEB29746	SAMEA104549452	ERS2160736	ERX2908972	ERR2905812	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2905812/ERR2905812_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2905812/ERR2905812_2.fastq.gz
PRJEB29746	SAMEA104549453	ERS2160737	ERX2908973	ERR2905813	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2905813/ERR2905813_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2905813/ERR2905813_2.fastq.gz
PRJEB29746	SAMEA104549454	ERS2160738	ERX2908974	ERR2905814	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2905814/ERR2905814_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2905814/ERR2905814_2.fastq.gz
PRJEB29746	SAMEA104549455	ERS2160739	ERX2908975	ERR2905815	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2905815/ERR2905815_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2905815/ERR2905815_2.fastq.gz
PRJEB29746	SAMEA104549456	ERS2160740	ERX2908976	ERR2905816	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2905816/ERR2905816_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2905816/ERR2905816_2.fastq.gz
PRJEB29746	SAMEA104549457	ERS2160741	ERX2908977	ERR2905817	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2905817/ERR2905817_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2905817/ERR2905817_2.fastq.gz
PRJEB29746	SAMEA104549458	ERS2160742	ERX2908978	ERR2905818	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2905818/ERR2905818_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/008/ERR2905818/ERR2905818_2.fastq.gz
PRJEB29746	SAMEA104549459	ERS2160743	ERX2908979	ERR2905819	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2905819/ERR2905819_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/009/ERR2905819/ERR2905819_2.fastq.gz
PRJEB29746	SAMEA104549460	ERS2160744	ERX2908980	ERR2905820	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2905820/ERR2905820_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/000/ERR2905820/ERR2905820_2.fastq.gz
PRJEB29746	SAMEA104549461	ERS2160745	ERX2908981	ERR2905821	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2905821/ERR2905821_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/001/ERR2905821/ERR2905821_2.fastq.gz
PRJEB29746	SAMEA104549462	ERS2160746	ERX2908982	ERR2905822	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2905822/ERR2905822_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/002/ERR2905822/ERR2905822_2.fastq.gz
PRJEB29746	SAMEA104549463	ERS2160747	ERX2908983	ERR2905823	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2905823/ERR2905823_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/003/ERR2905823/ERR2905823_2.fastq.gz
PRJEB29746	SAMEA104549464	ERS2160748	ERX2908984	ERR2905824	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2905824/ERR2905824_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/004/ERR2905824/ERR2905824_2.fastq.gz
PRJEB29746	SAMEA104549465	ERS2160749	ERX2908985	ERR2905825	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2905825/ERR2905825_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/005/ERR2905825/ERR2905825_2.fastq.gz
PRJEB29746	SAMEA104549466	ERS2160750	ERX2908986	ERR2905826	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2905826/ERR2905826_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/006/ERR2905826/ERR2905826_2.fastq.gz
PRJEB29746	SAMEA104549467	ERS2160751	ERX2908987	ERR2905827	Homo sapiens	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2905827/ERR2905827_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR290/007/ERR2905827/ERR2905827_2.fastq.gz
